,phrase,intents
1076,give me the flights and fares on december twenty seventh from orlando to indianapolis,"atis_flight,atis_airfare"
1077,what is ewr,atis_abbreviation
1078,what ground transport is available in baltimore,atis_ground_service
1079,i want a one way ticket from dallas to baltimore,atis_airfare
1080,flights from denver to pittsburgh on wednesday,atis_flight
1081,show me flights from san francisco to seattle,atis_flight
1082,does flight ua 281 from boston to denver leave on tuesday,atis_flight
1083,what flights are there from new york city to las vegas,atis_flight
1084,on november twenty third what flights go from atlanta to denver on delta airlines,atis_flight
1085,show me flights from denver to dc on wednesday,atis_flight
1086,okay i just want to know the cheapest fare from atlanta to boston,atis_airfare
1087,what airline is dl 98,atis_airline
1088,what flights are there from atlanta to oakland on thursday,atis_flight
1089,show me flights from new york to miami,atis_flight
1090,show me all the flights that go from baltimore to seattle,atis_flight
1091,okay could you tell me what flight leaves dallas to san francisco by united airline,atis_flight
1092,how much does flight dl 402 from denver to philadelphia cost,atis_airfare
1093,show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow,atis_flight
1094,show me the flights from pittsburgh to san francisco for thursday night or friday,atis_flight
1095,i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please,atis_flight
1096,i would like the first flight from toronto to montreal next friday,atis_flight
1097,what flights are available saturday to san francisco from dallas,atis_flight
1098,do you have a flight from atlanta to charlotte north carolina next monday,atis_flight
1099,round trip houston to las vegas nonstop,atis_flight
1100,flight from dallas to milwaukee,atis_flight
1101,please list the flight times from newark to boston,atis_flight_time
1102,list american airlines flights from newark to nashville,atis_flight
1103,are there any flights from denver to atlanta which connect in pittsburgh,atis_flight
1104,what does iah mean,atis_abbreviation
1105,i would like a flight on continental airlines on august twentieth from washington to pittsburgh,atis_flight
1106,show me the flights from boston to pittsburgh,atis_flight
1107,what does the fare code f mean,atis_abbreviation
1108,are there any flights from boston to san francisco with a stopover in dallas,atis_flight
1109,oakland to philadelphia,atis_flight
1110,list daily flights of united airline from denver to baltimore with first class service,atis_flight
1111,what is the ground transportation in san diego,atis_ground_service
1112,round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,atis_airfare
1113,are there any flights from denver to pittsburgh with a stopover in atlanta,atis_flight
1114,show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,atis_flight
1115,what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday,atis_flight
1116,i would like a flight from philadelphia to dallas that makes a stop in atlanta,atis_flight
1117,what is the first flight from boston to atlanta,atis_flight
1118,what is the earliest flight leaving boston on july first to dallas on july first,atis_flight
1119,show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,atis_flight
1120,i want a flight from denver to pittsburgh then from pittsburgh to atlanta then from atlanta back to pittsburgh back to denver,atis_flight
1121,i would like to fly from denver to pittsburgh on united airlines,atis_flight
1122,give me the flights from milwaukee to st. louis leaving sunday morning,atis_flight
1123,i want to travel from baltimore to washington on a monday,atis_flight
1124,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,atis_flight
1125,tell me about ground transportation between orlando international and orlando,atis_ground_service
1126,code ff,atis_abbreviation
1127,show me all flights from pittsburgh to dallas,atis_flight
1128,list the flights from san francisco to philadelphia on american airlines,atis_flight
1129,now i'd like to see flights from detroit to st. petersburg on the next tuesday,atis_flight
1130,please give me ground transportation information between dallas fort worth airport and downtown dallas,atis_ground_service
1131,yes on the delta flight leaving san francisco at 225 pm arriving philadelphia 1158 pm what type of equipment is used on that flight,atis_flight
1132,does united airline have any flights from dallas to san francisco,atis_flight
1133,show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,atis_flight
1134,what is the price of a one way fare from atlanta to boston,atis_airfare
1135,what are the first class fares from boston to pittsburgh on thursday,atis_airfare
1136,how many flights come from denver to baltimore on july nineteenth,atis_quantity
1137,what flights are available from dallas fort worth to atlanta,atis_flight
1138,please show me the flights from atlanta to denver,atis_flight
1139,what is the distance between pittsburgh airport and downtown pittsburgh,atis_distance
1140,only show continental flights,atis_flight
1141,how many united flights are there to san francisco,atis_quantity
1142,flight on monday from philadelphia to oakland california early morning,atis_flight
1143,is there ground transportation available in denver,atis_ground_service
1144,what flights does us air have from san francisco to pittsburgh on tuesday,atis_flight
1145,list all flights from baltimore to atlanta after 12 noon thursday,atis_flight
1146,i would like to fly from atlanta to san francisco with a stopover in dallas,atis_flight
1147,list the flights from pittsburgh to san francisco on thursday,atis_flight
1148,please list nonstop twa flights from las vegas to new york,atis_flight
1149,how do i get from bwi to washington,atis_flight
1150,what aircraft is co 1209,atis_aircraft
1151,tell me about ground transportation between orlando international and orlando,atis_ground_service
1152,how much is a first class ticket from boston to san francisco,atis_airfare
1153,i'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what's available,atis_flight
1154,hi i want a round trip ticket to dallas,atis_airfare
1155,i need a flight delta airlines kansas city to salt lake,atis_flight
1156,ground transportation in denver,atis_ground_service
1157,i'm requesting flight information on a flight from denver to san francisco on wednesday,atis_flight
1158,what flights are there from atlanta to oakland on thursday with in flight meals,atis_flight
1159,what car rentals are available next sunday from denver airport,atis_ground_service
1160,what flights are available friday afternoon from pittsburgh to san francisco,atis_flight
1161,phoenix to newark on wednesday,atis_flight
1162,i'd like a flight from washington that stops in denver and goes on to san francisco,atis_flight
1163,what flights depart baltimore on friday and arrive in san francisco by 8 pm,atis_flight
1164,give me the flights on tuesday from los angeles to pittsburgh,atis_flight
1165,what airline is ac,atis_airline
1166,show me all us air flights from atlanta to denver for the day after tomorrow,atis_flight
1167,i'd like a round trip ticket from los angeles to tacoma washington,atis_airfare
1168,on april sixth i would like to book an early morning flight from tampa to charlotte,atis_flight
1169,find travel arrangements for a one way flight from san francisco to dallas,atis_flight
1170,what is the latest flight available between san francisco and boston,atis_flight
1171,please list the flights from pittsburgh to baltimore arriving may seventh,atis_flight
1172,i would like a flight from denver to pittsburgh,atis_flight
1173,show me early friday morning flights from san francisco to boston,atis_flight
1174,what is the latest flight from san francisco to boston,atis_flight
1175,what are the flights from st. louis to burbank sunday evening,atis_flight
1176,which flights are serviced by american airlines,atis_flight
1177,what is the smallest aircraft available to fly on from pittsburgh to baltimore,atis_aircraft
1178,round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars,atis_airfare
1179,what are the flights from atlanta to dallas,atis_flight
1180,what's the cheapest flight from dallas to baltimore on december seventeenth,atis_flight
1181,show me flights denver to washington on wednesday,atis_flight
1182,in the month of december are there any flights from atlanta to denver that stop in boston,atis_flight
1183,show me flights from boston to denver on tuesday,atis_flight
1184,give me flights from pittsburgh to baltimore,atis_flight
1185,what flights are there from newark to seattle on saturday,atis_flight
1186,what does fare code qo mean,atis_abbreviation
1187,show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,atis_flight
1188,how can i get from indianapolis to montreal in the evening,atis_flight
1189,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,atis_flight
1190,give me the continental flights from seattle,atis_flight
1191,show me all flights from pittsburgh to san francisco,atis_flight
1192,is ground transportation available in philadelphia,atis_ground_service
1193,please list the morning flights from philadelphia to toronto,atis_flight
1194,what is hp,atis_abbreviation
1195,what are the classes of service on twa,atis_flight
1196,what does the airline code dl stand for,atis_airline
1197,show me the flights from denver to san francisco,atis_flight
1198,what type of ground transportation is available at logan airport,atis_ground_service
1199,what is the earliest flight from boston to washington,atis_flight
1200,tell me about twa flight 539,atis_flight
1201,show me the evening flights from philadelphia to baltimore,atis_flight
1202,does us air fly from dc to dallas,atis_flight
1203,show me flights from miami to new york leaving on a sunday first class,atis_flight
1204,show me all the available flights from baltimore to dallas with economy fares,atis_flight
1205,what is the last flight from dallas to boston in the evening,atis_flight
1206,what's the cheapest round trip fare between dallas and baltimore,atis_airfare
1207,hi i'd like a flight from tampa to montreal,atis_flight
1208,show me all flights from pittsburgh to baltimore on thursday,atis_flight
1209,i would like to fly from pittsburgh to atlanta on us air,atis_flight
1210,on may four atlanta to denver delta flight 257,atis_flight
1211,rental car in baltimore,atis_ground_service
1212,show me times for coach flights between boston and baltimore on wednesday,atis_flight_time
1213,show all flights from baltimore to dallas on monday evening and the cost of each flight,atis_flight
1214,what is the first class fare on united flight 352 from denver to boston,atis_airfare
1215,show me all flights from pittsburgh to boston both direct and connecting that depart pittsburgh after 7 pm,atis_flight
1216,what are the flights available in the morning between denver and san francisco,atis_flight
1217,how much is a round trip fare from nashville to seattle,atis_airfare
1218,give me flights that arrive in baltimore from atlanta denver and pittsburgh,atis_flight
1219,what flights leave chicago and arrive in detroit around 6 pm next tuesday,atis_flight
1220,what does ls stand for,atis_abbreviation
1221,show me all flights from san francisco to pittsburgh,atis_flight
1222,i'd like to see flights from baltimore to atlanta that arrive before noon and i'd like to see flights from denver to atlanta that arrive before noon,atis_flight
1223,list the northwest airlines flights that leave denver before noon,atis_flight
1224,what is the last flight out of pittsburgh to boston in the evening on tuesdays,atis_flight
1225,show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,atis_flight
1226,do any us air flights leave from san francisco,atis_flight
1227,please list all flights from baltimore to atlanta,atis_flight
1228,show me airlines with flights from pittsburgh to boston please,atis_airline
1229,what is the least expensive one way fare between philadelphia and boston,atis_airfare
1230,tell me about flights from atlanta to charlotte next monday,atis_flight
1231,what is the cost of limousine service in philadelphia,atis_ground_fare
1232,flight from washington dc to salt lake city,atis_flight
1233,show me the evening flights from philadelphia to baltimore,atis_flight
1234,what airlines fly from boston to washington,atis_airline
1235,please list all flights on united airlines and northwest which go to denver,atis_flight
1236,round trip flights between new york and miami,atis_flight
1237,is there a twa flight from las vegas to new york,atis_flight
1238,please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon,atis_flight
1239,eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight,atis_flight
1240,what are the flights from las vegas to burbank on saturday may twenty two,atis_flight
1241,what is the cheapest one way fare from denver to pittsburgh,atis_airfare
1242,what is the code for business class,atis_abbreviation
1243,round trip fare from baltimore to philadelphia less than 1000 dollars,atis_airfare
1244,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,atis_airfare
1245,what are the coach class fares on flights from pittsburgh to atlanta,atis_airfare
1246,please show me all one way first class flights from indianapolis to memphis,atis_flight
1247,what is fare code q,atis_abbreviation
1248,please list only united airlines flights between denver and boston,atis_flight
1249,what flights from newark to los angeles on wednesday,atis_flight
1250,i would like a flight leaving from washington to boston at 110 pm on august twentieth,atis_flight
1251,show me all flights arriving to denver from baltimore oakland and boston,atis_flight
1252,what flights go from boston to san francisco with a stop in dallas,atis_flight
1253,list all the flights that takeoff from general mitchell international,atis_flight
1254,i'd like to find the least expensive one way fare from boston to philadelphia,atis_airfare
1255,what's the earliest flight from dallas to houston,atis_flight
1256,what flights are between boston and atlanta on july thirty first,atis_flight
1257,what flights are there from houston to dallas,atis_flight
1258,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,atis_flight
1259,flights from new york city to montreal,atis_flight
1260,show me flights from denver to boston on tuesday,atis_flight
1261,list the flights from indianapolis to houston,atis_flight
1262,i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock,atis_flight
1263,i need a flight from tampa to montreal,atis_flight
1264,what are the flights from chicago to indianapolis,atis_flight
1265,are there any nonstop flights from san francisco to boston on thursdays,atis_flight
1266,show me all flights from new york to miami leaving on a tuesday,atis_flight
1267,how can i get from the airport in pittsburgh to downtown,atis_flight
1268,show me all the flights to baltimore after 6 o'clock pm,atis_flight
1269,us 771 pittsburgh to philadelphia what is the fare,atis_airfare
1270,i would like a flight from dallas to philadelphia,atis_flight
1271,what is sa,atis_abbreviation
1272,show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday,atis_flight
1273,show me all flights from pittsburgh to baltimore,atis_flight
1274,what does fare code qx mean,atis_abbreviation
1275,give me the cheapest round trip flight from dallas to baltimore,atis_flight
1276,what stops does dl 838 make from san francisco to atlanta,atis_flight
1277,could you give me the schedule of flights for american and delta to dfw on august fifteenth,atis_flight_time
1278,please list all flights from oakland to dallas on sunday morning,atis_flight
1279,show me all the direct flights from baltimore to atlanta,atis_flight
1280,how many booking classes are there,atis_quantity
1281,requesting flight information from boston to denver on wednesday,atis_flight
1282,find a flight from toronto to san diego with a layover in san francisco on air canada,atis_flight
1283,what is the available ground transportation between the airport in denver and downtown,atis_ground_service
1284,list all flights from baltimore to san francisco on friday,atis_flight
1285,what is fare code h,atis_abbreviation
1286,show flights from dallas to oakland,atis_flight
1287,i would like to travel from washington dc to pittsburgh on august twentieth,atis_flight
1288,i'd like flight information between boston and washington september third,atis_flight
1289,show me all fares between philadelphia and san francisco that are less than 200 dollars one way,atis_airfare
1290,can you tell me which flights go from memphis to tacoma and make a stop in los angeles,atis_flight
1291,what airport in new york is closest to downtown,atis_airport
1292,i need a flight tomorrow from columbus to minneapolis,atis_flight
1293,give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,atis_flight
1294,of the flights available from dallas to baltimore on august third which airline has the least expensive flight,atis_flight
1295,what types of ground transportation are available in denver,atis_ground_service
1296,show me round trip fares from baltimore to philadelphia,atis_airfare
1297,which airlines fly into and out of denver,atis_airline
1298,what's the latest flight from san jose to houston,atis_flight
1299,how much does it cost to go from downtown to logan airport,atis_airfare
1300,does any airline have an afternoon flight from atlanta to boston,atis_airline
1301,what kind of ground transportation is available in las vegas,atis_ground_service
1302,do you have a 747 that flies from san francisco to baltimore,atis_flight
1303,a first class flight on american to san francisco on tuesday in the next week,atis_flight
1304,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,atis_flight
1305,i'd like a twa flight from las vegas to new york nonstop,atis_flight
1306,what does nw stand for,atis_abbreviation
1307,coach class flights on twa from columbus to st. paul,atis_flight
1308,i would like a ticket leaving from denver colorado to atlanta georgia with a stop in pittsburgh,atis_airfare
1309,do you have ground transportation between airport and downtown in boston,atis_ground_service
1310,show me all the flights from milwaukee to orlando that leave after noon on wednesday and before noon on thursday,atis_flight
1311,list all us air flights from miami to cleveland leaving on sunday afternoon,atis_flight
1312,okay i'm looking for a flight from tampa to st. louis leaving before 10 am any day,atis_flight
1313,american flights to houston from cincinnati,atis_flight
1314,what is restriction ap57,atis_restriction
1315,what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days,atis_flight
1316,flights from milwaukee to orlando one way,atis_flight
1317,what are the afternoon flights between washington and boston,atis_flight
1318,what flights from kansas city to chicago leave next wednesday returning the following day,atis_flight
1319,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,atis_flight_no
1320,what is the earliest flight leaving boston and arriving in atlanta on november seventh,atis_flight
1321,please show me flights from denver to san francisco on wednesday after 1300 hours,atis_flight
1322,give me the flights from denver to baltimore on united airlines,atis_flight
1323,tell me about ground transportation at san francisco,atis_ground_service
1324,show the flights from pittsburgh to san francisco again on monday,atis_flight
1325,what first class flights are available from denver to baltimore on july twenty fifth 1991,atis_flight
1326,find the cheapest one way fare from boston to oakland,atis_airfare
1327,list the flights from dallas to san francisco on american airlines,atis_flight
1328,show me the flights from baltimore to dallas,atis_flight
1329,show me flights from tampa to st. louis,atis_flight
1330,do i get a meal on the atlanta to bwi flight eastern 210,atis_meal
1331,what is the first flight arriving in montreal from toronto friday,atis_flight
1332,give me all the flights from new york to miami round trip with costs less than 466 dollars,atis_flight
1333,can you list the latest flights from oakland to salt lake city on wednesday,atis_flight
1334,could you tell me what morning flights are available from oakland to denver before 10 am,atis_flight
1335,what airlines have business class service between boston and san francisco,atis_airline
1336,i need a flight from toronto to montreal reaching montreal early on friday,atis_flight
1337,list the number of flights leaving boston for dallas fort worth before 9 am in the morning,atis_quantity
1338,show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday,atis_airfare
1339,is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm,atis_flight
1340,i'd like flight information from dallas fort worth to boston on tuesday,atis_flight
1341,explain the fare codes,atis_abbreviation
1342,what ground transportation is available at denver airport,atis_ground_service
1343,which flights are between boston and baltimore washington,atis_flight
1344,ground transportation minneapolis,atis_ground_service
1345,please list fares for all the flights from atlanta to philadelphia on august the first,atis_airfare
1346,list the flights from denver to san francisco after 2 pm on a monday,atis_flight
1347,show me the last flight available in the evening from boston to dc on july twenty first,atis_flight
1348,show me the flights available from dallas to baltimore august third,atis_flight
1349,i need a flight from indianapolis to houston on twa,atis_flight
1350,show me a list of flights from denver to san francisco for september first 1991,atis_flight
1351,i would like a list of flights from pittsburgh to dallas,atis_flight
1352,i would like a nonstop flight from memphis to las vegas on march second,atis_flight
1353,please list available flights for next saturday from philadelphia to dallas,atis_flight
1354,do you have any flights from boston to dallas fort worth that stop over in philadelphia,atis_flight
1355,i would like to see the flights from denver to philadelphia,atis_flight
1356,i would like a nonstop flight from new york to las vegas on march second,atis_flight
1357,how much does it cost to fly on american from dallas to baltimore,atis_airfare
1358,what is fare code h,atis_abbreviation
1359,what are the flights from boston to baltimore leaving tomorrow,atis_flight
1360,what is fare code h,atis_abbreviation
1361,what is the latest flight from boston to denver that serves a meal,atis_flight
1362,list all the arriving flights at general mitchell international,atis_flight
1363,please list the flights from denver to phoenix,atis_flight
1364,show me flights from baltimore to philadelphia,atis_flight
1365,i want to leave philadelphia and arrive in atlanta on a thursday,atis_flight
1366,from las vegas to new york a nonstop twa and fare,atis_flight
1367,what type of ground transportation is available in washington,atis_ground_service
1368,does eastern airlines fly between boston and washington,atis_flight
1369,show flights and fare information from pittsburgh connecting through denver to oakland,atis_flight
1370,i need to go from philadelphia to dallas,atis_flight
1371,show me the most expensive fare,atis_airfare
1372,could you please tell me the cheapest fare from atlanta to boston,atis_airfare
1373,flights between milwaukee and orlando one way,atis_flight
1374,i'd like to fly nonstop from atlanta to baltimore and get there at 7 pm,atis_flight
1375,i would like to fly on twa from baltimore to san francisco,atis_flight
1376,show me the nonstop flights from dallas to houston,atis_flight
1377,list all direct flights from boston to denver,atis_flight
1378,i would like information on flights from dallas fort worth to atlanta on wednesday morning,atis_flight
1379,show me boston to oakland flights,atis_flight
1380,are there any flights next monday morning from pittsburgh to san francisco,atis_flight
1381,show me dallas ground transport,atis_ground_service
1382,what times on wednesday could i take a plane from denver to oakland,atis_flight_time
1383,list daily flights from oakland to boston using continental airlines,atis_flight
1384,boston to denver monday,atis_flight
1385,show all flights with first class from baltimore to dallas,atis_flight
1386,what airlines fly from boston to san francisco,atis_airline
1387,i would like a flight from pittsburgh to san francisco on august twentieth,atis_flight
1388,what flights are there from denver to atlanta,atis_flight
1389,list all the flights that arrive at general mitchell international airport,atis_flight
1390,show me the flights from baltimore to atlanta,atis_flight
1391,list all flights arriving and departing at general mitchell international,atis_flight
1392,which flights arrive in st. louis from st. paul on thursday morning,atis_flight
1393,pittsburgh to denver,atis_flight
1394,what's the earliest flight from boston to bwi that serves dinner,atis_flight
1395,flights from atlanta to san francisco august second,atis_flight
1396,show me all flights from san francisco to washington dc,atis_flight
1397,show me the flights from new york to los angeles with stop in milwaukee,atis_flight
1398,i need to fly from pittsburgh to oakland and depart in the afternoon,atis_flight
1399,what ground transportation can i take into boston,atis_ground_service
1400,what flights does delta have from dallas to denver after 5 o'clock,atis_flight
1401,list all the flights that arrive at general mitchell international from various cities,atis_flight
1402,i would like to travel from denver to pittsburgh,atis_flight
1403,what is restriction ap 57,atis_abbreviation
1404,information of a flight from atlanta to pittsburgh,atis_flight
1405,can you give me the latest flight from atlanta to denver on july seventh,atis_flight
1406,please give me flight schedules from baltimore to philadelphia,atis_flight
1407,show me the flights from salt lake city to st. petersburg late night on tuesday,atis_flight
1408,what flights are there from newark to seattle on saturday,atis_flight
1409,all flights from charlotte to anywhere on us air around 1 pm,atis_flight
1410,show me the flights from miami to san diego with one stop in denver,atis_flight
1411,what flights go from denver to atlanta,atis_flight
1412,i need a nonstop flight from san diego to phoenix,atis_flight
1413,find travel arrangements for a round trip flight from baltimore to pittsburgh,atis_flight
1414,what does ua stand for,atis_abbreviation
1415,are there any flights from boston to san francisco which stop in denver,atis_flight
1416,i want to travel from philadelphia to boston on wednesday afternoon,atis_flight
1417,show me round trip fares from las vegas to houston nonstop,atis_airfare
1418,what is the first flight from boston to atlanta and what is the last flight from atlanta to boston,atis_flight
1419,what is the earliest flight from boston that will arrive in denver,atis_flight
1420,show me flights on september twenty sixth please,atis_flight
1421,show me the flights into love field,atis_flight
1422,information on flights from philadelphia to san francisco,atis_flight
1423,show flights from philadelphia to boston,atis_flight
1424,what flights from dallas to houston on sunday,atis_flight
1425,houston airports,atis_airport
1426,how many daily us air flights are there between philadelphia and pittsburgh,atis_quantity
1427,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday,atis_flight
1428,what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth,atis_flight
1429,hello i would like to plan a flight from boston to denver,atis_flight
1430,what are the united airlines flights between baltimore and denver on august twelfth,atis_flight
1431,show me the airlines between toronto and denver,atis_airline
1432,which airlines have flights between charlotte and newark,atis_airline
1433,fare code y what does that mean,atis_abbreviation
1434,which flights depart los angeles destination charlotte that leave on a monday morning,atis_flight
1435,can i rent a car in san jose too,atis_ground_service
1436,show me the flights from st. petersburg to salt lake city that arrive before noon,atis_flight
1437,what are the cheapest one way flights from pittsburgh to atlanta,atis_flight
1438,i'd like to find a nonstop flight from boston to atlanta that leaves sometime in the afternoon and arrives in atlanta before evening,atis_flight
1439,what is the first flight from boston to san francisco on saturday,atis_flight
1440,what are the classes of service for american airlines,atis_flight
1441,information on american airlines from fort worth texas to philadelphia,atis_flight
1442,what does the fare code yn mean,atis_abbreviation
1443,how many passengers fit on a d9s,atis_capacity
1444,i'd like the cheapest one way fare from boston to atlanta please,atis_airfare
1445,what type of aircraft leaving philadelphia to dallas,atis_aircraft
1446,does delta airline fly from denver to pittsburgh,atis_flight
1447,how far is it from orlando airport to orlando,atis_distance
1448,what is the cheapest fare from washington to san francisco,atis_airfare
1449,may i have a listing of flights from long beach to columbus ohio on tuesday,atis_flight
1450,what types of aircraft does delta fly,atis_aircraft
1451,which northwest and united flights go through denver before noon,atis_flight
1452,how much does it cost to fly eastern airlines from atlanta to boston,atis_airfare
1453,find the latest flight from san francisco to atlanta that serves a meal,atis_flight
1454,can you show me the list of flights that fly from washington to san francisco via dallas,atis_flight
1455,on november twenty third of this year 1991 i'd like to fly from atlanta to denver and i'd like to fly on delta,atis_flight
1456,how expensive is the san francisco limousine service,atis_ground_fare
1457,i want to go from san francisco to denver,atis_flight
1458,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,atis_flight
1459,list all flights on continental leaving denver on sunday after 2134,atis_flight
1460,what flights go from san francisco to washington via indianapolis,atis_flight
1461,what is the cheapest flight from long beach to memphis,atis_flight
1462,flights from cincinnati to salt lake city,atis_flight
1463,show me the united flights from denver to baltimore,atis_flight
1464,what are all of the flights into and out of atlanta's airport,atis_flight
1465,okay give me the flights that leave denver after 7 pm next monday arriving in boston,atis_flight
1466,show flights from pittsburgh to oakland connecting through denver,atis_flight
1467,i need information on ground transportation between airport and downtown in the city of boston,atis_ground_service
1468,do you have an american airlines flight from denver to san francisco in the early morning,atis_flight
1469,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm,atis_flight
1470,which companies fly between boston and oakland,atis_airline
1471,continental airlines on saturday from chicago to seattle,atis_flight
1472,find the cheapest flight from denver to atlanta with a stopover in pittsburgh,atis_flight
1473,i want a flight from pittsburgh to los angeles that departs after 6 pm on thursday,atis_flight
1474,list the flights arriving in atlanta from baltimore before noon on august fourth,atis_flight
1475,what is the schedule of flights from boston to denver next monday,atis_flight_time
1476,can you list flights from washington to toronto with the lowest one way fares,atis_flight
1477,can you tell me the cheapest one way fare from boston to san francisco,atis_airfare
1478,is there ground transportation in boston from the airport,atis_ground_service
1479,i'd like to book the cheapest flight from atlanta to denver on august first,atis_flight
1480,ground transportation oakland,atis_ground_service
1481,show me all flights from montreal to nashville,atis_flight
1482,find me the earliest flight from boston to atlanta on any day of the week,atis_flight
1483,show me prices of flights from baltimore to dallas,atis_airfare
1484,show flights between philadelphia and denver on september sixteenth,atis_flight
1485,information on american airline flights from washington to philadelphia early morning times of flight,atis_flight
1486,show me the car rentals in baltimore,atis_ground_service
1487,do you have an 819 flight from denver to san francisco,atis_flight
1488,what american airlines flights depart milwaukee for phoenix on saturday or sunday,atis_flight
1489,i need ground transportation in seattle,atis_ground_service
1490,what flights from atlanta to washington,atis_flight
1491,i'd like the first flight in the morning from boston to washington,atis_flight
1492,find all flights from philadelphia to dallas stopping in atlanta,atis_flight
1493,what is ua,atis_abbreviation
1494,show me flights from atlanta to washington,atis_flight
1495,what flights are available on sunday to pittsburgh from san francisco,atis_flight
1496,hello i would like to plan a flight on american airlines from boston to denver,atis_flight
1497,show me the flights from denver to pittsburgh and atlanta,atis_flight
1498,what is hp,atis_abbreviation
1499,i need to fly from baltimore to dallas on tuesday evening,atis_flight
1500,flights from phoenix to las vegas,atis_flight
1501,what flights leave from phoenix to anywhere,atis_flight
1502,what flights are between washington and san francisco,atis_flight
1503,list all the flights from atlanta to charlotte north carolina that leave next monday,atis_flight
1504,i need a flight from st. petersburg to miami for thursday,atis_flight
1505,show me airports near washington dc,atis_airport
1506,show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,atis_flight
1507,list all flights from atlanta to dallas on friday,atis_flight
1508,which airlines fly between baltimore and san francisco,atis_airline
1509,what is fare code qw,atis_abbreviation
1510,show me the most expensive fare,atis_airfare
1511,i want the cheapest flight from pittsburgh to atlanta,atis_flight
1512,all flights from boston to washington dc on the tenth of november,atis_flight
1513,flights from montreal and phoenix to las vegas arriving at the same time,atis_flight
1514,on a flight from san francisco to atlanta that leaves before 8 am is there such a flight,atis_flight
1515,nonstop flights denver to kansas city,atis_flight
1516,show me economy fares from dallas to baltimore,atis_airfare
1517,need a flight from pittsburgh to denver,atis_flight
1518,how many united flights are there from san francisco please,atis_quantity
1519,how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,atis_airfare
1520,show me the flights from boston to denver on august second,atis_flight
1521,what types of meals are available,atis_meal
1522,what ground transportation is available in pittsburgh,atis_ground_service
1523,what is the earliest flight from boston to bwi that serves a snack,atis_flight
1524,what flights leave philadelphia for dallas and depart before noon on american airlines,atis_flight
1525,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,"atis_flight,atis_airfare"
1526,i would like a flight between boston and atlanta on any day at one in the afternoon,atis_flight
1527,list flights from philadelphia to dallas,atis_flight
1528,what are the coach fares for flights from charlotte to newark tuesday afternoon,atis_airfare
1529,now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,atis_flight
1530,what is the least expensive way to fly from philadelphia to san francisco,atis_flight
1531,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,atis_flight
1532,i would like a flight from boston to denver on monday,atis_flight
1533,can you give me information on transportation from the airport in philadelphia to downtown philadelphia,atis_ground_service
1534,please give me all the flights from long beach california to memphis tennessee,atis_flight
1535,flight from ontario to orlando that departs 9 hours before arriving,atis_flight
1536,show me fares from baltimore to philadelphia,atis_airfare
1537,i want wednesday flights from atlanta to washington dc,atis_flight
1538,i'd like to leave from boston on tuesday and i'd like to leave sometime in the morning,atis_flight
1539,does us air fly from washington dc to denver,atis_flight
1540,explain restriction ap80,atis_abbreviation
1541,show me fares from seattle to minneapolis,atis_airfare
1542,give me the flights with the fares from indianapolis to orlando on december twenty seventh,atis_flight
1543,i'd like to fly from tampa to montreal,atis_flight
